variavel,coef,pvalor,ticker,r2
delta_selic,0.056141634104394336,0.4648417185177941,BLUT4,0.06270286194361652
delta_ipca,-0.055338576510877556,0.5237858369725334,BLUT4,0.06270286194361652
var_dolar,-1.6237197686976594,0.029855429939111135,BLUT4,0.06270286194361652
ibc_var,-1.2286906805455806,0.5152140038734001,BLUT4,0.06270286194361652
const,0.02067918271712306,0.022576226344534326,BMEB4,0.09682709758658337
delta_selic,-0.0412922997597809,0.08631183972173255,BMEB4,0.09682709758658337
delta_ipca,0.008777310595749977,0.7434156177614637,BMEB4,0.09682709758658337
var_dolar,-0.36826901082370317,0.1926454285863114,BMEB4,0.09682709758658337
ibc_var,1.24879319281834,0.058072797034265815,BMEB4,0.09682709758658337
const,0.009601091850345297,0.5741813798898948,BMGB4,0.2454866152502011
delta_selic,-0.05881222909073111,0.1545940987776446,BMGB4,0.2454866152502011
delta_ipca,-0.005857886428062498,0.8906766687102292,BMGB4,0.2454866152502011
var_dolar,-2.2575955210423553,0.001092220854732529,BMGB4,0.2454866152502011
ibc_var,-1.710959227921967,0.09465153263374299,BMGB4,0.2454866152502011
const,-0.01294566494329866,0.2945457948264425,BMIN4,0.12739916627202585
delta_selic,-0.008512758637289343,0.7902208313353538,BMIN4,0.12739916627202585
delta_ipca,-0.05361254256445877,0.13985033958055926,BMIN4,0.12739916627202585
var_dolar,-1.228850580887416,0.0013837068234580589,BMIN4,0.12739916627202585
ibc_var,-0.9022741293051457,0.47200480152077984,BMIN4,0.12739916627202585
const,0.01562871400522052,0.06644617181159453,BMKS3,0.1039673644988034
delta_selic,0.016715645447576852,0.4518013049291133,BMKS3,0.1039673644988034
delta_ipca,-0.0213554940231868,0.4281292860669379,BMKS3,0.1039673644988034
var_dolar,-0.23934551824966918,0.3392354074875218,BMKS3,0.1039673644988034
ibc_var,1.27394532639772,0.03673235556737083,BMKS3,0.1039673644988034
const,-0.005691706845126347,0.787700029667357,BMOB3,0.2514364235407809
delta_selic,0.03425089262060242,0.4768429328002144,BMOB3,0.2514364235407809
delta_ipca,-0.035944487417088375,0.4719205261251611,BMOB3,0.2514364235407809
var_dolar,-1.755102046708731,0.044778050788629724,BMOB3,0.2514364235407809
ibc_var,3.514990418903939,0.07302154533246208,BMOB3,0.2514364235407809
const,0.003285964743586488,0.7592613861201474,BMTO4,0.09186330316575497
delta_selic,0.03961421576057528,0.32440921629686537,BMTO4,0.09186330316575497
delta_ipca,-0.02017929194574693,0.6302990719031245,BMTO4,0.09186330316575497
var_dolar,-0.4204421512013728,0.12495600316661978,BMTO4,0.09186330316575497
ibc_var,-0.18045607811110453,0.8989245257019005,BMTO4,0.09186330316575497
const,-0.002749139829864514,0.8827974005488222,BNBR3,0.05353081956669359
delta_selic,-0.04627989772953364,0.3979767354910718,BNBR3,0.05353081956669359
delta_ipca,0.008650727210652288,0.8667614174432499,BNBR3,0.05353081956669359
var_dolar,-0.6819488069222873,0.18421285807750823,BNBR3,0.05353081956669359
ibc_var,-0.05358183752965873,0.9616067481947974,BNBR3,0.05353081956669359
const,0.0047491748982620725,0.7288943510297055,BOBR4,0.1698329373483588
delta_selic,-0.09297665517917719,0.012319060370572895,BOBR4,0.1698329373483588
delta_ipca,-0.03586012168498066,0.3707739703995079,BOBR4,0.1698329373483588
var_dolar,-1.7233220051392295,0.00016396999558809206,BOBR4,0.1698329373483588
ibc_var,-1.2397189251538367,0.2258590764702762,BOBR4,0.1698329373483588
const,0.03017906042422925,0.06388000433136215,BPAC11,0.2593578565710044
delta_selic,-0.03386931387626187,0.39022158785979133,BPAC11,0.2593578565710044
delta_ipca,-0.06003487788299913,0.17218528889953855,BPAC11,0.2593578565710044
var_dolar,-2.353112938058605,0.00024679025963006743,BPAC11,0.2593578565710044
ibc_var,0.37600987468490255,0.7228301373300696,BPAC11,0.2593578565710044
